GlobalId,UUID,layer_index,layer_name,area_m2,volume_m3,co2_total
2O2Fr$t4X7Zf8NOew3FLKI,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.201,0.003,0.235
2O2Fr$t4X7Zf8NOew3FLEJ,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.699,0.075,5.496
2O2Fr$t4X7Zf8NOew3FLEJ,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.201,0.003,0.235
2O2Fr$t4X7Zf8NOew3FLCm,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.611,0.01,0.715
2O2Fr$t4X7Zf8NOew3FLCm,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.705,0.075,5.502
2O2Fr$t4X7Zf8NOew3FNqI,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,44.65,4.108,52.223
2O2Fr$t4X7Zf8NOew3FNhv,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.191,0.662,8.411
2O2Fr$t4X7Zf8NOew3FLQD,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,3.692,0.34,4.319
2O2Fr$t4X7Zf8NOew3FLOH,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,3.618,0.333,4.232
2O2Fr$t4X7Zf8NOew3FKST,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.362,0.006,0.423
2O2Fr$t4X7Zf8NOew3FKST,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.362,0.006,0.423
2O2Fr$t4X7Zf8NOew3FNau,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.501,0.008,0.586
2O2Fr$t4X7Zf8NOew3FNau,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.362,0.006,0.423
2O2Fr$t4X7Zf8NOew3FLTF,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.491,0.008,0.574
2O2Fr$t4X7Zf8NOew3FLTF,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.493,0.008,0.577
2O2Fr$t4X7Zf8NOew3FL8v,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.493,0.008,0.577
2O2Fr$t4X7Zf8NOew3FL8v,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.493,0.008,0.577
2O2Fr$t4X7Zf8NOew3FLJd,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.944,0.079,5.782
2O2Fr$t4X7Zf8NOew3FLJd,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.244,0.004,0.285
2O2Fr$t4X7Zf8NOew3FL96,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.353,0.07,5.091
2O2Fr$t4X7Zf8NOew3FL96,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.244,0.004,0.285
2O2Fr$t4X7Zf8NOew3FLIE,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.673,0.011,0.787
2O2Fr$t4X7Zf8NOew3FLIE,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.763,0.012,0.892
2O2Fr$t4X7Zf8NOew3FL9r,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.762,0.012,0.892
2O2Fr$t4X7Zf8NOew3FL9r,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,0.763,0.012,0.892
2O2Fr$t4X7Zf8NOew3FNtn,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,3.89,0.358,4.55
2O2Fr$t4X7Zf8NOew3FNr2,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,26.216,2.412,30.662
2O2Fr$t4X7Zf8NOew3FLR9,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.294,0.671,8.531
2O2Fr$t4X7Zf8NOew3FLPP,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.296,0.671,8.534
0jf0rYHfX3RAB3bSIRjmmy,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,6.124,0.563,7.163
0jf0rYHfX3RAB3bSIRjmpw,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,7.252,0.667,8.482
0jf0rYHfX3RAB3bSIRjmoa,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,3.503,0.322,4.097
0jf0rYHfX3RAB3bSIRjmr1,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,11.807,1.086,13.809
0iEHWY1$XA8eQeeULq4jZ1,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,12.083,1.643,14.133
0iEHWY1$XA8eQeeULq4j_U,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,6.619,0.9,7.742
0iEHWY1$XA8eQeeULq4jpl,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.074,0.065,4.764
0iEHWY1$XA8eQeeULq4jpl,fbde9f28-e9d8-4300-9b21-dea035f5bc15,1,layer_1,4.064,0.065,4.753
